gene	family	Phylostratum
at2g05210	HOM004299	LandPlants
at2g05220	HOM000607	GreenPlants
at2g05230	HOM000138	GreenPlants
at2g05250	HOM000138	GreenPlants
at2g05260	HOM000860	LandPlants
at2g05270	HOM116179	AT
at2g05294	HOM117611	AT
at2g05310	HOM005824	GreenPlants
at2g05320	HOM006520	LandPlants
at2g05330	HOM002599	LandPlants
at2g05335	HOM014340	Arabidopsis
at2g05350	HOM008534	Rosids
at2g05360	HOM009002	Arabidopsis
at2g05370	HOM000694	LandPlants
at2g05380	HOM030978	Arabidopsis
at2g05400	HOM000218	GreenPlants
at2g05410	HOM000218	GreenPlants
at2g05420	HOM000218	GreenPlants
at2g05430	HOM000218	GreenPlants
at2g05440	HOM009731	Arabidopsis
at2g05500	HOM042413	AT
at2g05510	HOM009731	Arabidopsis
at2g05520	HOM009731	Arabidopsis
at2g05530	HOM009731	Arabidopsis
at2g05540	HOM088035	AT
at2g05580	HOM075525	AT
at2g05590	HOM002187	GreenPlants
at2g05600	HOM002718	Arabidopsis
at2g05620	HOM004494	GreenPlants
at2g05630	HOM000634	GreenPlants
at2g05632	HOM077669	AT
at2g05635	HOM001910	GreenPlants
at2g05642	HOM001704	Rosids
at2g05645	HOM088034	AT
at2g05710	HOM001154	GreenPlants
at2g05720	HOM000090	GreenPlants
at2g05752	HOM029789	AT
at2g05753	HOM094253	AT
at2g05755	HOM007393	LandPlants
at2g05760	HOM000282	GreenPlants
at2g05786	HOM088020	AT
at2g05790	HOM000021	GreenPlants
at2g05803	HOM069263	AT
at2g05810	HOM000835	LandPlants
at2g05830	HOM005101	GreenPlants
at2g05840	HOM000261	GreenPlants
at2g05850	HOM000054	GreenPlants
at2g05900	HOM000281	GreenPlants
at2g05910	HOM004505	Angiosperms
at2g05915	HOM036406	AT
at2g05920	HOM000020	GreenPlants
at2g05940	HOM000004	GreenPlants
at2g05970	HOM001165	Arabidopsis
at2g05990	HOM001121	GreenPlants
at2g06000	HOM000003	GreenPlants
at2g06005	HOM003681	GreenPlants
at2g06010	HOM003794	LandPlants
at2g06020	HOM000080	GreenPlants
at2g06025	HOM006480	LandPlants
at2g06040	HOM003145	GreenPlants
at2g06050	HOM000410	GreenPlants
at2g06090	HOM005693	Arabidopsis
at2g06095	HOM050693	AT
at2g06166	HOM011537	Arabidopsis
at2g06200	HOM000412	LandPlants
at2g06210	HOM005150	GreenPlants
at2g06255	HOM001562	GreenPlants
at2g06420	HOM069257	AT
at2g06500	HOM000446	Angiosperms
at2g06510	HOM000713	GreenPlants
at2g06520	HOM004003	GreenPlants
at2g06530	HOM000593	GreenPlants
at2g06541	HOM000051	GreenPlants
at2g06555	HOM009690	Arabidopsis
at2g06570	HOM024658	AT
at2g06645	HOM024658	AT
at2g06667	HOM014231	Arabidopsis
at2g06845	HOM007300	Arabidopsis
at2g06850	HOM000089	LandPlants
at2g06904	HOM011538	AT
at2g06906	HOM011538	AT
at2g06908	HOM085916	AT
at2g06925	HOM000828	GreenPlants
at2g06960	HOM000011	GreenPlants
at2g06983	HOM014340	Arabidopsis
at2g06990	HOM000948	GreenPlants
at2g07000	HOM085936	AT
at2g07020	HOM000166	GreenPlants
at2g07040	HOM000063	GreenPlants
at2g07050	HOM000213	GreenPlants
at2g07110	HOM002553	GreenPlants
at2g07120	HOM000209	Arabidopsis
at2g07140	HOM000209	Arabidopsis
at2g07170	HOM000971	GreenPlants
at2g07180	HOM000004	GreenPlants
at2g07190	HOM007044	Arabidopsis
at2g07200	HOM007044	Arabidopsis
at2g07215	HOM013343	Arabidopsis
at2g07240	HOM004276	Arabidopsis
at2g07280	HOM009025	Arabidopsis
at2g07290	HOM048613	AT
at2g07310	HOM017774	Arabidopsis
at2g07340	HOM000692	GreenPlants
at2g07360	HOM004136	GreenPlants
at2g07362	HOM036409	AT
at2g07363	HOM090083	AT
at2g07440	HOM000459	LandPlants
at2g07505	HOM013587	Arabidopsis
at2g07521	HOM056783	AT
at2g07560	HOM000314	GreenPlants
at2g07599	HOM016237	Malvids
at2g07640	HOM000192	GreenPlants
at2g07667	HOM030418	AT
at2g07669	HOM032002	Arabidopsis
at2g07671	HOM001016	GreenPlants
at2g07672	HOM031740	AT
at2g07673	HOM018784	Arabidopsis
at2g07674	HOM006815	Angiosperms
at2g07675	HOM001029	GreenPlants
at2g07676	HOM018521	Arabidopsis
at2g07678	HOM018886	Arabidopsis
at2g07680	HOM000121	GreenPlants
at2g07681	HOM006896	LandPlants
at2g07684	HOM079683	AT
at2g07687	HOM002955	GreenPlants
at2g07689	HOM006459	VascularPlants
at2g07690	HOM000274	GreenPlants
at2g07691	HOM032003	AT
at2g07692	HOM031198	AT
at2g07695	HOM002914	GreenPlants
at2g07696	HOM007156	GreenPlants
at2g07698	HOM000215	GreenPlants
at2g07701	HOM018411	AT
at2g07702	HOM018841	AT
at2g07705	HOM015634	Arabidopsis
at2g07706	HOM026506	AT
at2g07707	HOM002955	GreenPlants
at2g07708	HOM029423	AT
at2g07713	HOM017776	Arabidopsis
at2g07714	HOM000883	GreenPlants
at2g07715	HOM007369	Angiosperms
at2g07718	HOM013005	AT
at2g07719	HOM025316	AT
at2g07721	HOM034266	AT
at2g07722	HOM013035	Malvids
at2g07724	HOM029424	AT
at2g07725	HOM005920	LandPlants
at2g07727	HOM003678	GreenPlants
at2g07728	HOM067138	AT
at2g07732	HOM000775	GreenPlants
at2g07734	HOM006136	LandPlants
at2g07738	HOM085932	AT
at2g07739	HOM001370	LandPlants
at2g07741	HOM004989	GreenPlants
at2g07749	HOM008287	Eudicots
at2g07750	HOM000036	GreenPlants
at2g07751	HOM001029	GreenPlants
at2g07760	HOM015338	Arabidopsis
at2g07768	HOM005184	LandPlants
at2g07771	HOM006896	LandPlants
at2g07772	HOM028609	Arabidopsis
at2g07773	HOM013005	AT
at2g07774	HOM050674	AT
at2g07775	HOM046606	AT
at2g07776	HOM012200	Eudicots
at2g07777	HOM017773	AT
at2g07779	HOM025930	Arabidopsis
at2g07785	HOM000491	GreenPlants
at2g07787	HOM054809	AT
at2g07795	HOM056792	AT
at2g07798	HOM027154	AT
at2g07806	HOM069239	AT
at2g07815	HOM005706	LandPlants
at2g07820	HOM008877	Rosids
at2g07825	HOM077673	AT
at2g07827	HOM071358	AT
at2g07830	HOM085918	AT
at2g07835	HOM032103	AT
at2g07981	HOM010534	AT
at2g08986	HOM010534	AT
at2g09388	HOM073411	AT
at2g09838	HOM090063	AT
at2g09840	HOM011538	AT
at2g09970	HOM000473	LandPlants
at2g09990	HOM000635	GreenPlants
at2g10014	HOM050680	AT
at2g10020	HOM102175	AT
at2g10260	HOM006163	Arabidopsis
at2g10340	HOM040428	AT
at2g10440	HOM000554	LandPlants
at2g10450	HOM000341	GreenPlants
at2g10535	HOM011267	Arabidopsis
at2g10550	HOM000979	GreenPlants
at2g10557	HOM017301	AT
at2g10560	HOM001626	GreenPlants
at2g10602	HOM030969	AT
at2g10608	HOM036427	AT
at2g10920	HOM101269	AT
at2g10930	HOM004095	Eudicots
at2g10931	HOM079702	AT
at2g10940	HOM000205	Angiosperms
at2g10950	HOM001549	LandPlants
at2g10965	HOM013343	Arabidopsis
at2g10970	HOM021963	Arabidopsis
at2g10975	HOM000280	GreenPlants
at2g11000	HOM004218	GreenPlants
at2g11005	HOM125665	AT
at2g11010	HOM006366	AT
at2g11015	HOM014043	AT
at2g11200	HOM000209	Arabidopsis
at2g11270	HOM002949	GreenPlants
at2g11271	HOM040423	AT
at2g11405	HOM054811	AT
at2g11462	HOM085940	AT
at2g11520	HOM000017	GreenPlants
at2g11522	HOM092148	AT
at2g11570	HOM012028	Arabidopsis
at2g11620	HOM009171	Arabidopsis
at2g11623	HOM009171	Arabidopsis
at2g11626	HOM006697	Arabidopsis
at2g11651	HOM085937	AT
at2g11773	HOM123403	AT
at2g11778	HOM056782	AT
at2g11810	HOM001657	GreenPlants
at2g11851	HOM058882	AT
at2g11890	HOM002621	GreenPlants
at2g11891	HOM054818	AT
at2g11910	HOM029429	Arabidopsis
at2g12170	HOM002130	Rosids
at2g12190	HOM000005	GreenPlants
at2g12200	HOM003030	GreenPlants
at2g12280	HOM003030	GreenPlants
at2g12290	HOM000416	LandPlants
at2g12400	HOM000767	LandPlants
at2g12405	HOM054810	AT
at2g12461	HOM054793	AT
at2g12462	HOM002375	Angiosperms
at2g12465	HOM007326	Arabidopsis
at2g12475	HOM007326	Arabidopsis
at2g12480	HOM000054	GreenPlants
at2g12550	HOM004436	GreenPlants
at2g12557	HOM069233	AT
at2g12646	HOM000270	GreenPlants
at2g12875	HOM046593	AT
at2g12880	HOM003552	GreenPlants
at2g12900	HOM000279	GreenPlants
at2g12905	HOM002384	GreenPlants
at2g12935	HOM054780	AT
at2g12940	HOM000279	GreenPlants
at2g12945	HOM060950	AT
at2g12977	HOM079706	AT
at2g13100	HOM001183	GreenPlants
at2g13125	HOM075511	AT
at2g13126	HOM079715	AT
at2g13150	HOM000279	GreenPlants
at2g13272	HOM030691	Arabidopsis
at2g13273	HOM075522	AT
at2g13290	HOM001342	LandPlants
at2g13295	HOM012961	Arabidopsis
at2g13350	HOM001303	LandPlants
at2g13360	HOM003420	GreenPlants
at2g13363	HOM062988	AT
at2g13370	HOM000101	GreenPlants
at2g13422	HOM106807	AT
at2g13430	HOM056776	AT
at2g13440	HOM002937	GreenPlants
at2g13450	HOM005315	Arabidopsis
at2g13463	HOM062992	AT
at2g13500	HOM005315	Arabidopsis
at2g13510	HOM005315	Arabidopsis
at2g13540	HOM003525	GreenPlants
at2g13542	HOM017775	Arabidopsis
at2g13547	HOM092147	AT
at2g13550	HOM069270	AT
at2g13560	HOM000507	GreenPlants
at2g13570	HOM000225	GreenPlants
at2g13600	HOM000001	GreenPlants
at2g13610	HOM000033	GreenPlants
at2g13620	HOM000133	GreenPlants
at2g13623	HOM038369	AT
at2g13630	HOM000233	Rosids
at2g13640	HOM007919	Arabidopsis
at2g13650	HOM001499	GreenPlants
at2g13660	HOM065096	AT
at2g13680	HOM000178	GreenPlants
at2g13690	HOM000882	LandPlants
at2g13720	HOM001161	GreenPlants
at2g13760	HOM015559	AT
at2g13770	HOM000280	GreenPlants
at2g13790	HOM000004	GreenPlants
at2g13800	HOM000004	GreenPlants
at2g13810	HOM000996	GreenPlants
at2g13820	HOM000917	Angiosperms
at2g13840	HOM005046	LandPlants
at2g13895	HOM000182	LandPlants
at2g13900	HOM000182	LandPlants
at2g13950	HOM000182	LandPlants
at2g13960	HOM000007	GreenPlants
at2g13980	HOM005677	Rosids
at2g14000	HOM013918	AT
at2g14045	HOM002098	GreenPlants
at2g14050	HOM000274	GreenPlants
at2g14060	HOM000142	LandPlants
at2g14070	HOM012890	Arabidopsis
at2g14080	HOM000008	GreenPlants
at2g14095	HOM007391	Eudicots
at2g14100	HOM000005	GreenPlants
at2g14110	HOM002944	GreenPlants
at2g14120	HOM000294	GreenPlants
at2g14160	HOM000057	GreenPlants
at2g14170	HOM000143	GreenPlants
at2g14206	HOM044529	AT
at2g14210	HOM000039	GreenPlants
at2g14247	HOM013922	Arabidopsis
at2g14255	HOM000850	GreenPlants
at2g14260	HOM005343	GreenPlants
at2g14270	HOM017304	AT
at2g14282	HOM014132	Arabidopsis
at2g14285	HOM001226	GreenPlants
at2g14288	HOM000376	Angiosperms
at2g14289	HOM121523	AT
at2g14290	HOM001165	Arabidopsis
at2g14365	HOM017309	Arabidopsis
at2g14378	HOM001331	Rosids
at2g14390	HOM077675	AT
at2g14440	HOM000017	GreenPlants
at2g14460	HOM114511	AT
at2g14500	HOM001165	Arabidopsis
at2g14510	HOM000017	GreenPlants
at2g14520	HOM000679	GreenPlants
at2g14530	HOM000050	LandPlants
at2g14540	HOM000290	GreenPlants
at2g14560	HOM000307	LandPlants
at2g14580	HOM000169	GreenPlants
at2g14610	HOM000169	GreenPlants
at2g14620	HOM000089	LandPlants
at2g14635	HOM002708	GreenPlants
at2g14660	HOM005946	GreenPlants
at2g14670	HOM000722	LandPlants
at2g14680	HOM005684	LandPlants
at2g14690	HOM000552	GreenPlants
at2g14692	HOM085946	AT
at2g14700	HOM085920	AT
at2g14710	HOM000209	Arabidopsis
at2g14720	HOM000457	GreenPlants
at2g14740	HOM000457	GreenPlants
at2g14750	HOM001400	GreenPlants
at2g14760	HOM000075	LandPlants
at2g14800	HOM026000	AT
at2g14810	HOM092164	AT
at2g14820	HOM000092	GreenPlants
at2g14830	HOM000293	GreenPlants
at2g14835	HOM005610	LandPlants
at2g14846	HOM000779	Angiosperms
at2g14850	HOM001205	LandPlants
at2g14860	HOM002865	GreenPlants
at2g14870	HOM004383	GreenPlants
at2g14880	HOM000787	GreenPlants
at2g14890	HOM023886	Arabidopsis
at2g14900	HOM000302	VascularPlants
at2g14910	HOM003142	Angiosperms
at2g14920	HOM000207	GreenPlants
at2g14935	HOM008537	Arabidopsis
at2g14960	HOM000291	LandPlants
at2g15000	HOM006577	Eudicots
at2g15010	HOM003190	Angiosperms
at2g15020	HOM002882	Angiosperms
at2g15025	HOM007786	Arabidopsis
at2g15029	HOM123914	AT
at2g15042	HOM000022	LandPlants
at2g15050	HOM000241	GreenPlants
at2g15080	HOM000022	LandPlants
at2g15090	HOM000134	GreenPlants
at2g15110	HOM013598	AT
at2g15130	HOM001633	VascularPlants
at2g15170	HOM001633	VascularPlants
at2g15180	HOM013002	AT
at2g15185	HOM013002	AT
at2g15220	HOM001633	VascularPlants
at2g15230	HOM000627	GreenPlants
at2g15240	HOM005004	GreenPlants
at2g15260	HOM001791	Angiosperms
at2g15270	HOM005426	GreenPlants
at2g15280	HOM000303	LandPlants
at2g15290	HOM003555	GreenPlants
at2g15300	HOM000063	GreenPlants
at2g15310	HOM000113	GreenPlants
at2g15318	HOM038396	AT
at2g15320	HOM000002	GreenPlants
at2g15325	HOM000241	GreenPlants
at2g15327	HOM044539	AT
at2g15340	HOM052744	AT
at2g15345	HOM010096	Arabidopsis
at2g15350	HOM000476	LandPlants
at2g15360	HOM000476	LandPlants
at2g15370	HOM000476	LandPlants
at2g15390	HOM000476	LandPlants
at2g15400	HOM003151	GreenPlants
at2g15420	HOM008602	Arabidopsis
at2g15430	HOM003151	GreenPlants
at2g15440	HOM000646	LandPlants
at2g15450	HOM000070	LandPlants
at2g15460	HOM000070	LandPlants
at2g15470	HOM000070	LandPlants
at2g15480	HOM000016	LandPlants
at2g15490	HOM000016	LandPlants
at2g15500	HOM000172	GreenPlants
at2g15530	HOM000196	GreenPlants
at2g15535	HOM016238	Arabidopsis
at2g15560	HOM005293	LandPlants
at2g15570	HOM000112	GreenPlants
at2g15580	HOM000079	GreenPlants
at2g15590	HOM000995	VascularPlants
at2g15610	HOM000995	VascularPlants
at2g15620	HOM003967	GreenPlants
at2g15630	HOM000003	GreenPlants
at2g15640	HOM000233	Rosids
at2g15660	HOM012293	Arabidopsis
at2g15670	HOM040407	AT
at2g15680	HOM000014	GreenPlants
at2g15690	HOM000001	GreenPlants
at2g15695	HOM001886	LandPlants
at2g15710	HOM000642	Angiosperms
at2g15730	HOM000588	GreenPlants
at2g15740	HOM004809	Rosids
at2g15760	HOM003563	Eudicots
at2g15770	HOM002036	VascularPlants
at2g15780	HOM002036	VascularPlants
at2g15790	HOM000111	GreenPlants
at2g15820	HOM005362	LandPlants
at2g15830	HOM017303	Arabidopsis
at2g15860	HOM005822	LandPlants
at2g15880	HOM000308	LandPlants
at2g15890	HOM005964	LandPlants
at2g15900	HOM000867	GreenPlants
at2g15910	HOM001511	GreenPlants
at2g15930	HOM111169	AT
at2g15960	HOM025509	Arabidopsis
at2g15970	HOM002500	LandPlants
at2g15980	HOM000003	GreenPlants
at2g16005	HOM000198	GreenPlants
at2g16015	HOM058903	AT
at2g16016	HOM042411	AT
at2g16018	HOM005959	Arabidopsis
at2g16019	HOM124033	AT
at2g16020	HOM060964	AT
at2g16030	HOM001195	LandPlants
at2g16040	HOM000446	Angiosperms
at2g16050	HOM001027	LandPlants
at2g16060	HOM001294	GreenPlants
at2g16070	HOM001294	GreenPlants
at2g16090	HOM000466	GreenPlants
at2g16120	HOM000040	GreenPlants
at2g16130	HOM000040	GreenPlants
at2g16190	HOM001853	LandPlants
at2g16200	HOM001608	GreenPlants
at2g16210	HOM006252	Rosids
at2g16220	HOM000233	Rosids
at2g16225	HOM005774	Eudicots
at2g16230	HOM000021	GreenPlants
at2g16250	HOM000004	GreenPlants
at2g16270	HOM007020	Eudicots
at2g16280	HOM000134	GreenPlants
at2g16290	HOM008801	Arabidopsis
at2g16300	HOM008801	Arabidopsis
at2g16340	HOM119562	AT
at2g16360	HOM001048	GreenPlants
at2g16365	HOM008801	Arabidopsis
at2g16370	HOM001341	GreenPlants
at2g16380	HOM000343	GreenPlants
at2g16385	HOM007808	Eudicots
at2g16390	HOM000538	GreenPlants
at2g16400	HOM000277	GreenPlants
at2g16405	HOM006054	LandPlants
at2g16430	HOM000235	GreenPlants
at2g16440	HOM000274	GreenPlants
at2g16450	HOM000233	Rosids
at2g16460	HOM002334	GreenPlants
at2g16485	HOM000707	LandPlants
at2g16490	HOM000516	GreenPlants
at2g16500	HOM002620	LandPlants
at2g16505	HOM018703	Arabidopsis
at2g16510	HOM000256	GreenPlants
at2g16520	HOM000287	GreenPlants
at2g16530	HOM002666	GreenPlants
at2g16535	HOM018703	Arabidopsis
at2g16570	HOM001570	GreenPlants
at2g16575	HOM013046	Arabidopsis
at2g16580	HOM000049	LandPlants
at2g16586	HOM081782	AT
at2g16592	HOM011993	Arabidopsis
at2g16594	HOM011993	Arabidopsis
at2g16595	HOM004251	GreenPlants
at2g16600	HOM000111	GreenPlants
at2g16620	HOM000004	GreenPlants
at2g16630	HOM005534	LandPlants
at2g16640	HOM000636	GreenPlants
at2g16650	HOM001155	GreenPlants
at2g16660	HOM000161	GreenPlants
at2g16668	HOM069279	AT
at2g16676	HOM005315	Arabidopsis
at2g16700	HOM000392	GreenPlants
at2g16710	HOM001944	GreenPlants
at2g16720	HOM000007	GreenPlants
at2g16730	HOM000145	GreenPlants
at2g16740	HOM000068	GreenPlants
at2g16750	HOM000004	GreenPlants
at2g16760	HOM003714	LandPlants
at2g16770	HOM002575	LandPlants
at2g16780	HOM000184	GreenPlants
at2g16790	HOM002416	GreenPlants
at2g16800	HOM002710	GreenPlants
at2g16810	HOM000233	Rosids
at2g16835	HOM067143	AT
at2g16850	HOM000085	GreenPlants
at2g16860	HOM005434	GreenPlants
at2g16870	HOM000008	GreenPlants
at2g16880	HOM000003	GreenPlants
at2g16881	HOM081791	AT
at2g16890	HOM000016	LandPlants
at2g16900	HOM003730	Eudicots
at2g16910	HOM000641	LandPlants
at2g16920	HOM000525	GreenPlants
at2g16930	HOM001147	GreenPlants
at2g16940	HOM000956	GreenPlants
at2g16950	HOM002971	GreenPlants
at2g16955	HOM083876	AT
at2g16960	HOM002971	GreenPlants
at2g16970	HOM001609	Angiosperms
at2g16980	HOM001609	Angiosperms
at2g16990	HOM001609	Angiosperms
at2g17000	HOM000708	GreenPlants
at2g17010	HOM000708	GreenPlants
at2g17020	HOM003428	LandPlants
at2g17030	HOM000606	Eudicots
at2g17033	HOM005823	LandPlants
at2g17036	HOM000606	Eudicots
at2g17040	HOM000018	LandPlants
at2g17043	HOM000237	Angiosperms
at2g17050	HOM000008	GreenPlants
at2g17055	HOM000008	GreenPlants
at2g17060	HOM000008	GreenPlants
at2g17070	HOM000237	Angiosperms
at2g17080	HOM000237	Angiosperms
at2g17090	HOM000443	LandPlants
at2g17110	HOM000194	LandPlants
at2g17120	HOM001270	LandPlants
at2g17130	HOM000785	GreenPlants
at2g17140	HOM000003	GreenPlants
at2g17150	HOM000581	GreenPlants
at2g17160	HOM000443	LandPlants
at2g17170	HOM000443	LandPlants
at2g17180	HOM000155	LandPlants
at2g17190	HOM002177	GreenPlants
at2g17200	HOM002177	GreenPlants
at2g17210	HOM000001	GreenPlants
at2g17220	HOM000004	GreenPlants
at2g17230	HOM000368	LandPlants
at2g17240	HOM000068	GreenPlants
at2g17250	HOM001713	GreenPlants
at2g17260	HOM000116	GreenPlants
at2g17265	HOM004811	GreenPlants
at2g17270	HOM001044	GreenPlants
at2g17280	HOM001392	GreenPlants
at2g17290	HOM000014	GreenPlants
at2g17300	HOM001800	GreenPlants
at2g17305	HOM001665	Rosids
at2g17310	HOM000209	Arabidopsis
at2g17320	HOM002652	GreenPlants
at2g17340	HOM002652	GreenPlants
at2g17350	HOM004163	LandPlants
at2g17360	HOM000934	GreenPlants
at2g17370	HOM001070	LandPlants
at2g17380	HOM000748	GreenPlants
at2g17390	HOM001188	GreenPlants
at2g17410	HOM001717	GreenPlants
at2g17420	HOM001555	GreenPlants
at2g17430	HOM000173	GreenPlants
at2g17440	HOM000608	GreenPlants
at2g17442	HOM030406	Arabidopsis
at2g17450	HOM000013	GreenPlants
at2g17470	HOM000266	GreenPlants
at2g17480	HOM000173	GreenPlants
at2g17500	HOM000497	GreenPlants
at2g17510	HOM001627	GreenPlants
at2g17520	HOM001770	GreenPlants
at2g17525	HOM000003	GreenPlants
at2g17530	HOM001157	GreenPlants
at2g17540	HOM020965	Arabidopsis
at2g17550	HOM005136	Angiosperms
at2g17556	HOM050686	AT
at2g17560	HOM000631	GreenPlants
at2g17570	HOM000936	GreenPlants
at2g17580	HOM001958	GreenPlants
at2g17590	HOM000182	LandPlants
at2g17600	HOM000182	LandPlants
at2g17620	HOM000165	GreenPlants
at2g17630	HOM003666	GreenPlants
at2g17640	HOM000768	GreenPlants
at2g17650	HOM000226	GreenPlants
at2g17660	HOM000003	GreenPlants
at2g17670	HOM000003	GreenPlants
at2g17680	HOM000237	Angiosperms
at2g17690	HOM000606	Eudicots
at2g17695	HOM005260	GreenPlants
at2g17700	HOM000027	GreenPlants
at2g17705	HOM005711	LandPlants
at2g17710	HOM006479	Angiosperms
at2g17720	HOM000289	GreenPlants
at2g17723	HOM026562	Arabidopsis
at2g17730	HOM000013	GreenPlants
at2g17740	HOM000182	LandPlants
at2g17750	HOM000151	LandPlants
at2g17760	HOM000037	GreenPlants
at2g17770	HOM000357	LandPlants
at2g17780	HOM001463	LandPlants
at2g17785	HOM017004	Arabidopsis
at2g17787	HOM013729	Arabidopsis
at2g17790	HOM002394	GreenPlants
at2g17800	HOM000032	GreenPlants
at2g17820	HOM000299	GreenPlants
at2g17830	HOM000209	Arabidopsis
at2g17840	HOM001169	LandPlants
at2g17845	HOM000051	GreenPlants
at2g17850	HOM001275	GreenPlants
at2g17860	HOM000107	GreenPlants
at2g17870	HOM001503	GreenPlants
at2g17880	HOM000109	GreenPlants
at2g17890	HOM000014	GreenPlants
at2g17900	HOM003065	GreenPlants
at2g17920	HOM005315	Arabidopsis
at2g17930	HOM002774	GreenPlants
at2g17940	HOM001316	GreenPlants
at2g17950	HOM000405	Angiosperms
at2g17960	HOM071369	AT
at2g17970	HOM003497	VascularPlants
at2g17972	HOM005388	GreenPlants
at2g17975	HOM006238	Angiosperms
at2g17980	HOM000785	GreenPlants
at2g17990	HOM001484	GreenPlants
at2g18000	HOM001484	GreenPlants
at2g18010	HOM000049	LandPlants
at2g18020	HOM001726	GreenPlants
at2g18030	HOM000972	GreenPlants
at2g18040	HOM003885	GreenPlants
at2g18050	HOM000640	GreenPlants
at2g18060	HOM000018	LandPlants
at2g18070	HOM001785	LandPlants
at2g18080	HOM002635	LandPlants
at2g18090	HOM000707	LandPlants
at2g18100	HOM002353	GreenPlants
at2g18110	HOM001471	LandPlants
at2g18120	HOM000433	LandPlants
at2g18130	HOM000235	GreenPlants
at2g18140	HOM000012	LandPlants
at2g18150	HOM000012	LandPlants
at2g18160	HOM000332	GreenPlants
at2g18162	HOM000332	GreenPlants
at2g18170	HOM000019	GreenPlants
at2g18180	HOM000343	GreenPlants
at2g18190	HOM000117	GreenPlants
at2g18193	HOM000117	GreenPlants
at2g18196	HOM000146	GreenPlants
at2g18200	HOM003415	Eudicots
at2g18210	HOM003415	Eudicots
at2g18220	HOM002071	GreenPlants
at2g18230	HOM001039	GreenPlants
at2g18240	HOM001330	GreenPlants
at2g18245	HOM002649	GreenPlants
at2g18250	HOM003356	GreenPlants
at2g18260	HOM000470	GreenPlants
at2g18270	HOM042418	AT
at2g18280	HOM000414	GreenPlants
at2g18290	HOM003313	GreenPlants
at2g18300	HOM000075	LandPlants
at2g18320	HOM013596	AT
at2g18328	HOM000103	GreenPlants
at2g18330	HOM001981	GreenPlants
at2g18340	HOM013534	LandPlants
at2g18350	HOM000216	LandPlants
at2g18360	HOM000450	LandPlants
at2g18370	HOM000241	GreenPlants
at2g18380	HOM000164	GreenPlants
at2g18390	HOM000113	GreenPlants
at2g18400	HOM002237	GreenPlants
at2g18410	HOM005986	LandPlants
at2g18420	HOM000302	VascularPlants
at2g18450	HOM001483	GreenPlants
at2g18460	HOM001173	GreenPlants
at2g18465	HOM002393	GreenPlants
at2g18470	HOM000004	GreenPlants
at2g18480	HOM000040	GreenPlants
at2g18490	HOM004809	Rosids
at2g18500	HOM000305	LandPlants
at2g18510	HOM000172	GreenPlants
at2g18520	HOM000003	GreenPlants
at2g18530	HOM000043	GreenPlants
at2g18540	HOM001970	VascularPlants
at2g18550	HOM000124	LandPlants
at2g18560	HOM000016	LandPlants
at2g18570	HOM000016	LandPlants
at2g18590	HOM001061	GreenPlants
at2g18600	HOM000068	GreenPlants
at2g18610	HOM054805	AT
at2g18620	HOM000909	GreenPlants
at2g18630	HOM001424	VascularPlants
at2g18640	HOM000909	GreenPlants
at2g18650	HOM000013	GreenPlants
at2g18660	HOM000141	GreenPlants
at2g18670	HOM000013	GreenPlants
at2g18680	HOM007809	Rosids
at2g18690	HOM007809	Rosids
at2g18700	HOM000336	GreenPlants
at2g18710	HOM004886	GreenPlants
at2g18720	HOM002998	GreenPlants
at2g18721	HOM062982	AT
at2g18730	HOM000973	GreenPlants
